LOAN_STATUS,STATUS,FUNDED_AMOUNT,LOAN_AMOUNT,BORROWER_HDI,GDP_2017,LENDER_TERM,NUM_LENDERS_TOTAL,LEAD_IS_FEMALE,DEFAULT_RATE,LOANS_POSTED,PORTFOLIO_YIELD,PROFITABILITY,PARTNER_RATING,TOTAL_AMOUNT_RAISED_BY_PARTNER
funded,1,225,225,0.699,2950.913903,13,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,14,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,14,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,5,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,13,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,8,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,8,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,8,25,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,14,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,11,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,625,625,0.699,2950.913903,6,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,8,21,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,8,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,11,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,7,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,700,700,0.699,2950.913903,8,26,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,7,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,13,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,13,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,25,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,8,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,11,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,7,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,60,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,11,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,11,15,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,10,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,11,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,8,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,14,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,60,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,13,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,100,100,0.699,2950.913903,8,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,60,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,10,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,11,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,11,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,7,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,8,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,14,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,700,700,0.699,2950.913903,5,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,11,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,8,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,5,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,14,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,60,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,7,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,11,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,7,19,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,0,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,8,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,11,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,14,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,625,625,0.699,2950.913903,13,23,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,7,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,14,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,11,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,7,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,11,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,550,550,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,11,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,11,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,700,700,0.699,2950.913903,13,24,1,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,8,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,8,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,13,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,5,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,7,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,14,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,14,20,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,7,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,14,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,13,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,5,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,625,625,0.699,2950.913903,11,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,5,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,11,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,11,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,7,15,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,26,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,14,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,8,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,11,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,8,24,1,0.021236517,187510,46,11.1,4,61030175
funded,1,550,550,0.699,2950.913903,8,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,8,20,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,1125,1125,0.699,2950.913903,14,39,0,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,7,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,14,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,11,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,5,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,8,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,8,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,36,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,5,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,7,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,11,21,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,10,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,14,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,7,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,550,550,0.699,2950.913903,13,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,9,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,8,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,925,925,0.699,2950.913903,14,17,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,13,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,650,650,0.699,2950.913903,8,20,1,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,8,15,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,7,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,13,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,7,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,11,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,13,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,14,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,59,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,700,700,0.699,2950.913903,5,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,8,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,7,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,14,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,8,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,200,200,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,525,525,0.699,2950.913903,10,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,60,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,7,15,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,13,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,625,625,0.699,2950.913903,8,20,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,11,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,25,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,11,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,5,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,11,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,5,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,600,600,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,5,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,11,4,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,700,700,0.699,2950.913903,14,18,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,14,3,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,13,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,61,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,11,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,11,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,7,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,11,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,59,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,11,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,325,325,0.699,2950.913903,7,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,475,475,0.699,2950.913903,11,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,250,250,0.699,2950.913903,8,10,1,0.021236517,187510,46,11.1,4,61030175
funded,1,675,675,0.699,2950.913903,10,22,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,8,8,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,13,19,1,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,5,15,1,0.021236517,187510,46,11.1,4,61030175
funded,1,500,500,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,225,225,0.699,2950.913903,14,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,36,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,275,275,0.699,2950.913903,8,9,1,0.021236517,187510,46,11.1,4,61030175
funded,1,700,700,0.699,2950.913903,8,16,1,0.021236517,187510,46,11.1,4,61030175
funded,1,575,575,0.699,2950.913903,9,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
funded,1,150,150,0.699,2950.913903,8,2,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,8,6,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,11,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,300,300,0.699,2950.913903,13,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,400,400,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,8,13,1,0.021236517,187510,46,11.1,4,61030175
funded,1,425,425,0.699,2950.913903,11,1,1,0.021236517,187510,46,11.1,4,61030175
funded,1,175,175,0.699,2950.913903,8,7,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,13,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,350,350,0.699,2950.913903,7,12,1,0.021236517,187510,46,11.1,4,61030175
funded,1,375,375,0.699,2950.913903,8,11,1,0.021236517,187510,46,11.1,4,61030175
funded,1,450,450,0.699,2950.913903,11,14,1,0.021236517,187510,46,11.1,4,61030175
funded,1,125,125,0.699,2950.913903,8,5,1,0.021236517,187510,46,11.1,4,61030175
